Objective value: 107.6583

******Calibrated demand*****
ID	 CalibratedValue
ST00010839    1.1363
ST00010852    0.7954
ST00010866    1.7422
ST00010869    0.7143
ST00010907    2.1466
ST00010974    1.6446
ST00010978    2.2464
ST00010982    2.3761
ST00010985    1.8837
ST00010986    2.2701
ST00010989    1.0881
ST00011064    0.3856
ST00011080    0.3412
ST00011109    1.8972
ST00011117    2.0595
ST00011127    1.7164
ST00011130    0.3624
ST00011131    0.3514
ST00011137    0.3307
ST00011144    0.5858
ST00011145    0.6836
ST00011147    1.0405
ST00011154    1.5416
ST00011155    1.1146
ST00011159    1.4080
ST00011162    2.3758
ST00011164    2.5471
ST00011165    4.9426
ST00011222    0.0747
ST00011237    0.4687
ST00011242    0.1066
ST00011243    0.2337
ST00011244    0.6936
ST00011245    0.0751
ST00011246    1.2812
ST00011248    0.0732
ST00011249    0.4266
ST00011274    0.3519
ST00011276    0.3454
ST00011277    1.0182
ST00011278    0.3112
ST00011279    0.3105
ST00011283    0.3375
ST00011295    1.6039
ST00011339    -0.0712
ST00011342    0.3333
ST00011344    0.3260
ST00011347    0.3972
ST00011351    0.3445
ST00011352    0.3757
ST00011354    0.3073
ST00011356    0.3558
ST00011395    0.7292
ST00011397    0.4189
ST00011402    -0.1685
ST00011405    0.3531
ST00011406    0.3653
ST00011408    0.3859
ST00011411    0.3064
ST00011413    0.3904
ST00011415    0.3405
ST00011416    0.7399
ST00011430    0.0915
ST00011563    0.4324
ST00011567    0.4070
ST00011569    0.4194
ST00011573    0.3940
ST00011576    0.3625
ST00011579    0.8386
ST00011600    1.3259
ST00011644    0.3367
ST00011650    0.3661
ST00011653    0.4211
ST00011655    0.4157
ST00011657    0.3308
ST00011658    0.4408
ST00011661    0.3075
ST00011663    0.3386
ST00011808    0.4421
ST00011822    1.2799
ST00011823    1.4401
ST00011832    1.0150
ST00011858    0.3522
ST00011861    0.3790
ST00011864    0.3226
ST00011865    0.4342
ST00011870    0.3294
ST00012180    1.0828
ST00012181    0.7526
ST00012194    0.6935
ST00012213    0.7878
ST00012215    0.2695
ST00012509    0.3247
ST00012515    0.3496
ST00012519    0.3451
ST00012520    0.3630
ST00012522    0.2948
ST00012694    0.4046
ST00012704    0.4322
ST00012816    1.6002
ST00012817    2.3667
ST00012821    1.9821
ST00012831    2.2635
ST00012836    0.3469
ST00012935    0.3212
ST00012939    2.3947
ST00012941    2.3220
ST00012945    2.5355
ST00012949    1.5438
ST00012994    0.3322
ST00013092    0.3858
ST00013110    2.2780
ST00013229    0.3518
ST00013232    0.3827
ST00013242    0.3518
ST00013264    0.4364
ST00013274    0.4369
ST00013279    0.4236
ST00013362    0.2704
ST00013363    0.4495
ST00013400    0.7091
ST00013454    0.9169
ST00013476    0.0829
ST00013482    0.4318
ST00013586    0.3605
ST00013601    0.3778
ST00013605    0.3966
ST00013611    0.2929
ST00013617    0.3229
ST00013645    0.3490
ST00014155    0.5390
ST00014156    0.3577
ST00014158    0.3942
ST00014202    0.5694
ST00014359    0.2816
ST00014446    0.3791
ST00014457    2.9774
ST00014477    2.6063
ST00014668    0.3766
ST00014669    0.4136
ST00014676    0.4323
ST00014678    0.4371
ST00014683    0.3691
ST00014685    0.3842
ST00014689    0.3051
ST00014694    0.3058
ST00014697    0.4857
ST00014698    0.3211
ST00014702    0.4191
ST00014706    0.2816
ST00014707    0.2822
ST00014714    0.2551
ST00014718    0.2676
ST00014719    0.3200
ST00015280    0.4072
ST00015334    0.3908
ST00015335    1.2475
ST00015359    0.2161
ST00015389    0.4421
ST00015393    0.3087
ST00015586    1.8050
ST00015595    2.9172
ST00015596    2.2767
ST00015597    0.7757
ST00015598    3.3060
ST00015601    3.1919
ST00015603    2.0574
ST00015604    1.5895
ST00015613    1.8585
ST00015697    -0.0959
ST00015739    1.3106
ST00015740    0.6055
ST00015741    0.9734
ST00015743    1.5456
ST00015765    0.3207
ST00015767    0.3186
ST00015789    2.1585
ST00015794    2.1344
ST00015797    2.5131
ST00015805    0.2939
ST00015823    2.8569
ST00015829    2.4801
ST00015830    0.3608
ST00016092    0.3080
ST00016323    2.5429
ST00016324    0.3723
ST00016325    0.6128
ST00016379    0.8534
ST00016452    0.3672
ST00016457    1.2387
ST00016465    1.0039
ST00016553    1.2524
ST00019203    0.6404
ST00019407    1.4454
ST00019419    0.9811
ST00019420    0.2860
ST00020738    0.3710
ST00020740    0.3201
ST00021093    0.7612
ST00021094    0.7381
ST00021415    0.3779
ST00021416    0.3178
ST00021421    0.4175
ST00021426    0.6166
ST00021860    2.0097
ST00026249    0.3051
ST00026724    0.4063
ST00026726    0.4274
ST00026727    0.3734
ST00026728    0.5291
ST00026729    0.3954
ST00026730    0.7691
ST00026731    0.2554
ST00026732    0.2439
ST00026733    0.2803
ST00026734    0.2816
ST00026735    0.4181
ST00026736    0.0465
ST00026738    0.3729
ST00026739    0.3183
ST00026743    4.2246
ST00027725    1.3655
ST00028583    1.4757
ST00028589    1.9689
ST00030282    0.4094
ST00030302    0.3277
ST00030315    0.0150
ST00030316    0.3736
ST00030332    0.3108
ST00030341    0.4169
ST00031350    0.2964
ST00031986    0.6691
ST00032173    0.3972
ST00032180    0.3272
ST00032399    1.0936
ST00032661    0.4130
ST00032699    1.1529
ST00032704    1.0343
ST00032712    3.5820
ST00032720    0.2455
ST00032787    1.2479
ST00032959    3.3681
ST00033489    0.3216
ST00033506    0.3099
ST00033537    0.4364
ST00033538    0.4329
ST00033539    0.3871
ST00033870    0.9701
ST00033879    0.5032
ST00034234    0.9257
ST00034624    1.7600
ST00034629    1.1696
ST00034632    1.1814
ST00034642    2.1103
ST00034807    1.3859
ST00035822    1.3844
ST00035826    0.7879
ST00037133    0.9834
ST00037137    0.3118
ST00037142    0.3538
ST00037353    0.3854
ST00037355    0.2868
ST00037362    0.3151
ST00037522    0.3704
ST00037524    0.3811
ST00037527    0.3228
ST00037528    0.4307
ST00037534    0.3832
ST00037536    0.2916
ST00037540    0.3863
ST00037542    0.0560
ST00037549    1.2845
ST00037563    1.2285
ST00037721    0.4108
ST00037728    0.3568
ST00037895    0.3593
ST00038129    0.3462
ST00038140    0.4309
ST00038190    0.3678
ST00041164    0.0956
ST00041165    0.6148
ST00041168    0.3070
ST00042478    0.2815
ST00042479    0.3484
ST00042480    0.3921
ST00042483    0.2965
ST00042738    1.2195
ST00042745    0.3785
ST00042747    0.3451
ST00042753    0.4180
ST00042764    0.4191
ST00042928    0.3379
ST00045186    0.3416
ST00047051    1.1719
ST00047095    1.8218
ST00047107    0.3688
ST00047110    0.1009
ST00047117    0.3536
ST00047118    0.1502
ST00047119    0.0896
ST00049801    0.3395
ST00049805    0.2832
ST00052246    -0.0631
ST00052247    -0.0586
ST00052407    0.7542
ST00052412    0.6133
ST00052577    0.6044
ST00052586    -0.1535
ST00052588    0.4354
ST00052590    0.1440
ST00052591    0.0077
ST00052597    1.4885
ST00052612    1.3903
ST00052613    1.6274
ST00052623    1.7198
ST00052624    -0.0449
ST00052790    0.7624
ST00053343    1.4436
ST00053359    1.6677
ST00053767    0.4210
ST00053840    0.3769
ST00053841    0.3848
ST00053844    0.4118
ST00053932    0.3208
ST00054565    0.6087
ST00054566    0.6944
ST00054731    1.8139
ST00054744    1.5168
ST00054746    0.3515
ST00055255    0.3497
ST00055260    -0.0169
ST00055265    0.3978
ST00056706    0.5099
ST00056707    0.2835
ST00058826    1.3417
ST00058832    1.2118
ST00058834    1.3767
ST00060619    1.2812
ST00060624    1.0105
ST00061655    0.9087
ST00062942    0.7888
ST00063352    0.3169
ST00063353    0.4015
ST00063367    0.3637
ST00063413    1.8289
ST00063420    1.3305
ST00063423    1.1259
ST00063425    1.0610
ST00063427    0.7740
ST00063437    1.4355
ST00063621    1.2381
ST00064070    0.3160
ST00064207    0.3825
ST00064221    0.3777
ST00064250    2.3363
ST00064418    1.6109
ST00064419    0.5259
ST00065800    -0.0035
ST00065808    0.8409
ST00066963    0.3549
ST00066966    -0.1435
ST00067100    0.8970
ST00067274    0.3844
ST00067282    0.3154
ST00067547    0.6233
ST00067997    0.3354
ST00069347    1.2765
ST00069348    0.6352
ST00069349    0.4123
ST00069361    0.0089
ST00069373    0.3331
ST00069435    0.4900
ST00069705    0.2864
ST00069706    0.3828
ST00070621    0.4391
ST00070623    0.3905
ST00070625    0.2955
ST00070629    0.3021
ST00070632    0.4109
ST00070980    0.6533
ST00070984    0.9764
ST00070994    1.5975
ST00071004    1.6110
ST00071132    1.7539
ST00071134    1.6161
ST00071143    1.6088
ST00071144    0.5611
ST00071145    1.0634
ST00071170    0.4196
ST00071172    0.3067
ST00071175    0.8385
ST00071182    1.0028
ST00071187    1.3154
ST00071202    1.2504
ST00071205    1.3582
ST00071208    1.3375
ST00071344    0.3577
ST00071363    0.3356
ST00071997    1.1376
ST00072207    0.3896
ST00072237    0.3081
ST00072401    1.0973
ST00073193    1.7633
ST00073301    0.3128
ST00073433    0.4254
ST00073437    0.3705
ST00074718    0.3080
ST00074723    0.8044
ST00074758    0.5876
ST00074787    0.7352
ST00074796    0.3729
ST00075110    1.4979
ST00075115    2.1332
ST00075521    1.5497
ST00076362    0.8651
ST00076371    0.0337
ST00076390    0.2864
ST00076423    0.1315
ST00076424    0.3886
ST00076426    0.9210
ST00076438    0.2836
ST00076449    0.0810
ST00076463    0.3052
ST00076464    0.3297
ST00076470    0.3166
ST00078767    0.4232
ST00078774    80.4899
ST00078894    2.8734
ST00078897    1.4486
ST00078898    1.6883
ST00078917    1.6839
ST00078918    1.5802
ST00078945    0.9927
ST00079338    2.7904
ST00079339    1.1767
ST00079488    0.4084
ST00079489    0.1776
ST00079966    1.6084
ST00079967    0.4041
ST00079968    0.3692
ST00079972    0.3572
ST00079973    0.4118
ST00079975    0.3800
ST00080029    0.4044
ST00080030    1.0489
ST00080068    0.3554
ST00080136    0.3877
ST00080509    0.0054
ST00081671    1.6763
ST00081680    0.5417
ST00081681    0.4495
ST00081683    0.4103
ST00081696    1.6147
ST00081698    0.3109
ST00081701    0.2885
ST00081703    0.3272
ST00081986    1.1008
ST00082008    0.3576
ST00082013    0.4096
ST00082014    0.3970
ST00082026    0.4076
ST00082027    0.4115
ST00082028    0.3311
ST00082029    0.3776
ST00082030    0.4080
ST00082043    0.3889
ST00082044    0.3991
ST00082047    0.3385
ST00082052    -0.1269
ST00082156    0.4174
ST00082161    0.2929
ST00082165    0.3835
ST00082167    0.3065
ST00082171    0.5794
ST00082172    0.3928
ST00082277    1.5732
ST00082286    1.7395
ST00082289    1.3548
ST00082316    0.6937
ST00082317    0.3449
ST00082323    0.3242
ST00082330    1.2334
ST00082356    0.3088
ST00082362    0.3568
ST00082363    0.3046
ST00082371    0.3305
ST00082376    -0.0991
ST00082387    0.3421
ST00082394    0.3494
ST00082405    0.3410
ST00082406    -0.0148
ST00082414    -0.0487
ST00082523    0.2919
ST00082960    0.3873
ST00082963    0.3884
ST00082966    0.0147
ST00082967    -0.1484
ST00082981    0.1039
ST00083017    0.2744
ST00083072    0.3454
ST00083077    0.4260
ST00083080    0.3282
ST00083082    0.3800
ST00083087    0.4362
ST00083091    0.3019
ST00083092    0.2933
ST00083217    0.8239
ST00083219    0.8908
ST00083221    0.9729
ST00083234    1.0384
ST00083257    0.9045
ST00083258    1.3588
ST00083262    1.1464
ST00083800    0.3503
ST00083809    0.0877
ST00083817    0.3456
ST00083818    0.3465
ST00086151    0.4229
ST00086696    0.4059
ST00086763    0.3818
ST00087018    0.3162
ST00087019    0.3094
ST00087020    0.4304
ST00087025    0.3343
ST00087097    0.2918
ST00087101    0.2395
ST00087102    0.3744
ST00087108    0.2863
ST00087112    0.1798
ST00087114    0.1851
ST00087117    0.4271
ST00087132    0.4418
ST00087134    0.3376
ST00087135    0.3682
ST00087141    0.3748
ST00087334    0.3593
ST00087336    0.4344
ST00087346    0.9718
ST00087426    0.3064
ST00087444    0.3753
ST00087446    0.2980
ST00087475    1.0801
ST00087479    0.8219
ST00089530    0.9654
ST00089531    0.9699
ST00089537    1.2985
ST00089910    0.1982
ST00090294    1.0116
ST00090297    1.5404
ST00093072    -0.0770
ST00093526    0.4951
TD00000045    0.3572
TD00000410    0.1926
TD00000453    0.4335
TD00000585    1.0268
TD00000727    0.3348
TD00000785    1.2986
TD00000890    0.6989
TD00000905    1.3274
TD00000906    1.1221
TD00001084    0.6276
TD00001121    0.3215
TD00001361    0.3354
TD00001752    0.3029
TD00001848    2.2185
TD00002092    0.4024
TD00002093    0.3514
TD00002290    2.0036
TD00002323    2.1700
TD00002363    1.8706
TD00002531    1.8297
TD00002758    0.2643
TD00003022    0.3341
TD00003032    0.3915
TD00003036    0.3634
TD00003038    0.4126
TD00003137    1.2949
TD00003166    0.3200
TD00003309    0.3725
TD00003311    0.3789
TD00003365    0.8029
TD00003426    0.3083
TD00003431    0.4102
TD00003629    0.3753
TD00003631    0.4123
TD00003682    0.3882
TD00003687    0.4216
TD00003748    0.3711
TD00003753    0.8567
TD00003977    0.3038
TD00003982    0.4101
TD00003987    0.3951
TD00004053    1.0932
1027    0.3549
TD00004107    1.7412
TD00004139    1.2726
TD00004140    1.1854
TD00004150    0.3065
TD00004158    0.3992
TD00004266    1.4009
TD00004277    0.3210
TD00004464    0.6103
TD00004502    0.2549
TD00004551    0.3756
TD00004596    0.6353
TD00004639    0.3800
TD00004662    0.6579
TD00004741    0.1906
TD00004750    0.5711
TD00004766    0.3012
TD00004769    0.3670
TD00004787    0.3931
TD00005105    2.8078
TD00005112    1.0909
TD00005184    0.1555
TD00005310    2.2537
TD00005338    0.0588
TD00005635    1.7841
TD00005638    1.9199
TD00005643    0.2945
TD00005655    0.3823
TD00005758    -0.1669
TD00005759    -0.1664
TD00005761    -0.1622
TD00006450    0.3994
TD00006579    0.3413
TD00006946    1.9429
TD00007206    1.2869
TD00007207    1.2854
TD00007286    0.2747
TD00007289    0.1792
TD00007366    0.3065
TD00007383    0.5261
TD00007831    0.3840
TD00007837    0.2914
TD00007842    0.3801
TD00007844    0.3232
TD00007845    1.0229
TD00007848    0.8004
TD00007865    2.1764
TD00008615    0.3716
TD00008738    0.3248
TD00008739    0.3823
TD00008742    2.5380
TD00008919    0.2385
TD00008924    0.3257
TD00008941    0.6908
TD00008944    1.0580
TD00009246    0.3868
TD00009265    0.3958
TD00009267    0.4175
TD00009276    1.6208
TD00009649    1.4444
TD00009998    0.9224
TD00010431    0.9934
TD00010447    2.0163
TD00010656    2.1486
TD00011339    2.4601
TD00011540    0.4229
TD00011657    1.2871
TD00011671    0.3909
TD00011712    0.3227
TD00011717    0.2815
TD00014307    0.3088
TD00014319    0.3516
TD00014483    1.0023
TD00014539    -0.1328
TD00014792    0.3086
TD00014933    0.3446
TD00015092    0.5193
TD00015104    0.3333
TD00015274    0.5753
TD00016285    0.3600
TD00016628    0.9820
TD00017420    0.3900
TD00017669    1.3805
TD00017771    2.3470
TD00017960    0.2815
TD00018545    1.0980
TD00019483    0.7961
TD00019636    0.8217
TD00021758    0.3240
TD00022308    0.7345
TD00022348    1.0915
TD00023096    1.4921
TD00024541    0.2946
TD00024548    0.3500
TD00024977    -0.1164
TD00024984    1.2217
CLD0055    0.2467
TD00025181    0.4461
TD00025182    0.4501
TD00025214    -0.1347
TD00025215    0.3438
TD00025403    1.5732
TD00025412    1.0868
TD00025413    0.2801
TD00025415    0.1718
TD00025432    0.0235
TD00025446    0.7759
TD00025623    1.0578
TD00026272    0.3563
TD00029341    0.4843
TD00029482    1.9606
TD00029775    0.3233
TD00029781    0.4101
TD00030916    1.0696
TD00031193    0.3188
TD00032034    0.3671
TD00032850    1.3754
TD00032901    -0.1131
TD00033006    0.3966
TD00033778    1.0801
TD00033786    0.5890
TD00034197    0.6532
TD00034245    0.3191
TD00034250    -0.1454
TD00034297    0.3210
TD00037738    1.1776
TD00038085    0.0129
TD00038115    -0.0179
TD00039704    0.3852
TD00040050    0.4109
TD00040500    0.4098
TD00040926    0.5638
TD00040927    0.5643
TD00040929    0.6604
TD00040930    0.6386
TD00040969    0.3949
TD00044587    0.4163
TD00044639    0.4009
TD00045536    0.2827
TD00045632    0.3113
TD00045633    0.3940
TD00046104    0.0311
TD00046234    0.3896
TD00049332    0.9059
TN002306    0.7332
FM000034    2.5288
FM000182    0.3858
FM000184    0.3436
FM000434    0.3637
FM000644    0.2364
FM000930    1.4550
FM001637    0.2198
FM001652    0.3703
FM002541    0.7597
FM002606    0.3237
FM002609    0.1142
FM002790    0.3136
FM002960    1.6590
FM003091    1.2181
FM003121    0.3386
FM003210    0.2974
FM003232    2.3344
FM003285    2.2707
FM003366    0.3759
FM003390    0.9448
FM003396    0.3387
FM003617    0.3294
FM003618    0.2965
FM003633    0.4087
FM003770    0.3375
FM003946    0.3655
FM004318    0.4008
FM004345    0.3269
FM004346    0.3188
FM004430    0.3079
FM004549    0.4141
FM004692    0.2872
FM004822    0.3599
FM004852    0.4192
FM004973    0.3971
FM005022    0.7412
FM005155    0.0187
FM005175    0.4205
FM005177    0.3031
FM005436    0.3871
FM005714    1.1713
FM005742    0.1195
FM005759    0.2262
FM006162    0.3674
FM006182    0.3606
FM006288    0.4375
FM006448    0.0227
FM006449    0.0179
FM006518    0.3803
FM006550    0.4068
FM006873    0.0059
FM007365    0.2855
FM007502    0.1117
FM007519    0.1627
FM007520    0.2233
FM007599    0.8582
FM007608    0.9334
FM007629    0.0531
FM008204    -0.1460
FM008417    1.4978
FM008440    0.4275
FM008451    2.3353
FM008472    -0.0459
FM008473    -0.0226
FM008480    0.8370
FM008689    0.7205
FM008693    -0.0046
FM008789    1.6799
FM009134    0.4074
FM009144    0.7281
FM009385    1.4184
FM009409    0.3634
FM009416    0.3554
FM009433    0.3175
FM009447    0.9505
FM009449    1.4090
FM009450    1.6141
FM009469    1.1246
FM009475    0.3403
FM009637    0.4130
FM010140    0.3590
FM010146    0.2815
FM010320    0.3011
FM010322    0.3593
FM010411    0.4016
FM010413    0.3760
FM010415    0.3235
FM010416    0.3807
FM010451    0.2985
FM011219    0.8296
FM011302    0.2880
FM011383    0.3077
FM011741    0.8150
FM012184    0.3423
FM012425    1.7306
FM012426    0.3320
FM012431    2.3405
FM012575    2.4732
FM012624    0.3162
FM012882    0.2909
FM012904    0.3605
FM012924    0.3748
FM013037    0.2876
FM013041    0.3428
FM013042    0.3059
FM013043    0.4184
FM014039    0.0791
FM014067    4.5248
FM014309    2.3367
FM014311    1.5077
FM014320    1.0193
FM014405    -0.0641
FM014416    0.0549
FM014452    -0.0595
FM014586    0.1717
FM014716    0.2881
FM014768    0.3424
FM014951    0.6573
FM015357    1.0724
FM015432    0.3578
FM015433    0.3893
FM015542    0.7161
FM015553    0.0332
FM017079    1.4485
FM017551    0.4047
FM017829    0.3796
FM017981    0.3193
FM017982    0.3648
FM018021    0.3601
FM018318    0.3006
FM018340    0.2815
FM018411    0.0973
FM018412    0.1378
FM019253    0.4236
FM019383    0.7210
FM019970    0.3639
FM020011    1.6008
FM020060    -0.0766
FM020071    0.3576
FM021391    1.3855
FM021965    0.2923
FM023322    -0.0360
FM023668    -0.0250
FM024311    0.3483
FM024313    1.1471
FM024333    0.2009
FM024334    0.1976
FM024336    0.2407
FM024355    0.3422
FM024358    0.2943
FM024360    0.3637
FM024592    0.3596
FM024604    0.2949
FM024614    0.3371
FM024619    0.3110
FM024627    0.3867
FM024738    0.3054
FM024754    0.3988
FM025199    0.4231
FM025298    0.1337
FM027492    0.1881
FM028322    -0.0770
PQF000014    1.3157
PQF000038    0.4940
PQF000047    0.3802
PQF000057    0.8987
PQF000102    0.4970
PQF000116    4.9403
PQF000136    0.9422
PQF000143    2.7091
PQF000144    2.7121
PQF000151    0.3660
PQF000211    0.4160
PQF000221    1.2198
PQF000237    0.9445
PQF000240    0.4121
PQF000264    -0.0603
PQF000266    0.1412
PQF000285    -0.1223
PQF000302    0.3815
PQF000303    0.4250
PQF000304    0.4421
PQF000309    0.3193
PQF000310    0.3184
PQF000312    0.4109
PQF000315    0.8187
PQF000324    0.6211
PQF000328    0.0023
PQF000364    0.3311
PQF000366    -0.0422
PQF000374    1.8081
PQF000415    0.3144
PQF000442    0.4563
PQF000446    0.6296
PQF000464    0.4228
PQF000489    1.8062
PQF000497    0.4856
PQF000498    1.1345
PQF000500    1.5082
PQF000545    1.6299
PWF000103    0.3215
PWF000167    0.1881
PWF000187    0.3226
PWF000252    0.3697
PWF000267    0.0390
PWF000556    0.1611
J-34    0.3382
CLD0063    0.3523
J-133    0.3474
J-154    0.4341
J-170    1.4011
J-187    0.4173
J-205    0.0184
J-235    0.8864
J-240    1.8009
J-245    0.4105
J-315    -0.1319
J-348    1.2081
1002    -0.1732
TD00001601    0.4152
1001    0.4189
SB00010155    2.4850
SB00000170    3.9247
CLD0020    1.0763
ST00003439    0.7569
CLD0019    1.2173
ST00003384    1.3091
QT00001704    0.7107
CLD0013    1.2689
J-414    1.7563
J-415    1.8312
ST00071985    1.6425
ST00071966    1.1636
ST00071991    0.7398
J-419    1.1316
TD00001016    2.1740
RW2    1.3930
RW1    0.9740
RW3    1.2172
RS1    0.3425

**********Pressure********
Objvalue	Calvalue	error
26.80	25.87	0.93
24.50	25.44	-0.94
26.20	25.20	1.00
26.80	25.90	0.90
26.80	25.96	0.84
25.80	25.05	0.75
26.30	25.42	0.88
27.00	25.07	1.93
25.70	23.99	1.71
24.00	22.99	1.01
26.00	25.18	0.82
23.00	25.90	-2.90
25.70	25.88	-0.18
24.20	23.83	0.37
23.10	22.73	0.37
27.10	25.96	1.14
28.60	27.54	1.06
23.60	22.97	0.63
23.90	26.28	-2.38
24.30	22.28	2.02
25.40	26.44	-1.04
27.20	24.54	2.66
25.30	25.33	-0.03
22.40	23.64	-1.24
24.70	24.62	0.08
22.50	26.23	-3.73
25.10	26.21	-1.11
25.70	24.89	0.81
22.30	21.46	0.84
22.70	22.13	0.57
21.90	21.27	0.63
24.60	25.90	-1.30
24.80	24.06	0.74
26.80	25.88	0.92
21.50	22.48	-0.98
27.40	26.73	0.67
25.90	25.84	0.06
24.50	24.84	-0.34
25.60	24.65	0.95
25.30	24.13	1.17
27.40	26.03	1.37
25.50	24.14	1.36
26.40	25.65	0.75
24.60	23.65	0.95
27.10	26.14	0.96
26.50	26.16	0.34
26.30	26.17	0.13
25.60	24.82	0.78
26.90	24.96	1.94
23.10	23.19	-0.09
25.50	24.14	1.36
25.90	25.20	0.70
20.30	19.37	0.93
26.30	26.25	0.05
26.60	26.27	0.33
24.80	26.39	-1.59
25.70	26.37	-0.67
24.10	25.88	-1.78
24.40	24.99	-0.59
26.00	26.41	-0.41
25.40	22.58	2.82
25.10	23.58	1.52
25.30	24.35	0.95
25.50	24.27	1.23

***************Flow*************
Objvalue	Calvalue	Error(%)
366.00	355.49	2.87%
383.00	390.05	-1.84%
1511.00	1530.38	-1.28%
111.00	110.74	0.24%
114.00	113.78	0.19%
171.00	170.81	0.11%
